event_id,session_id,user_id,event_name,experiment_group,event_timestamp
EVT_000053,SES_000015,USR_000007,hotel_cross_sell_viewed,Control,2026-05-24 09:56:18
EVT_000054,SES_000015,USR_000007,flight_booking_completed,Control,2026-05-24 10:08:18
EVT_000055,SES_000016,USR_000007,flight_search,Control,2026-03-15 10:01:02
EVT_000056,SES_000016,USR_000007,flight_selected,Control,2026-03-15 10:04:02
EVT_000057,SES_000016,USR_000007,hotel_cross_sell_viewed,Control,2026-03-15 10:06:02
EVT_000058,SES_000016,USR_000007,flight_booking_completed,Control,2026-03-15 10:23:02
EVT_000059,SES_000017,USR_000007,flight_search,Control,2026-02-27 07:30:13
EVT_000060,SES_000017,USR_000007,flight_selected,Control,2026-02-27 07:42:13
EVT_000061,SES_000017,USR_000007,hotel_cross_sell_viewed,Control,2026-02-27 07:45:13
EVT_000062,SES_000017,USR_000007,flight_booking_completed,Control,2026-02-27 07:57:13
EVT_000063,SES_000018,USR_000008,flight_search,Variant,2026-01-26 08:13:20
EVT_000064,SES_000018,USR_000008,flight_selected,Variant,2026-01-26 08:28:20
EVT_000065,SES_000018,USR_000008,hotel_cross_sell_viewed,Variant,2026-01-26 08:30:20
EVT_000066,SES_000018,USR_000008,hotel_cross_sell_added,Variant,2026-01-26 08:35:20
EVT_000067,SES_000018,USR_000008,checkout_completed,Variant,2026-01-26 08:37:20
EVT_000068,SES_000019,USR_000008,flight_search,Variant,2026-05-03 15:37:11
EVT_000069,SES_000019,USR_000008,flight_selected,Variant,2026-05-03 15:51:11
EVT_000070,SES_000019,USR_000008,hotel_cross_sell_viewed,Variant,2026-05-03 15:54:11
EVT_000071,SES_000019,USR_000008,flight_booking_completed,Variant,2026-05-03 16:11:11
EVT_000072,SES_000020,USR_000008,flight_search,Variant,2026-05-21 00:40:55
EVT_000073,SES_000020,USR_000008,flight_selected,Variant,2026-05-21 00:52:55
EVT_000074,SES_000020,USR_000008,hotel_cross_sell_viewed,Variant,2026-05-21 00:54:55
EVT_000075,SES_000021,USR_000009,flight_search,Variant,2026-01-17 10:17:47
EVT_000076,SES_000021,USR_000009,flight_selected,Variant,2026-01-17 10:25:47
EVT_000077,SES_000021,USR_000009,hotel_cross_sell_viewed,Variant,2026-01-17 10:28:47
EVT_000078,SES_000022,USR_000010,flight_search,Control,2026-06-27 22:08:54
EVT_000079,SES_000023,USR_000010,flight_search,Control,2026-05-22 21:40:55
EVT_000080,SES_000023,USR_000010,flight_selected,Control,2026-05-22 21:50:55
EVT_000081,SES_000023,USR_000010,hotel_cross_sell_viewed,Control,2026-05-22 21:55:55
EVT_000082,SES_000023,USR_000010,hotel_cross_sell_added,Control,2026-05-22 22:00:55
EVT_000083,SES_000024,USR_000011,flight_search,Control,2026-06-11 12:15:05
EVT_000084,SES_000024,USR_000011,flight_selected,Control,2026-06-11 12:22:05
EVT_000085,SES_000024,USR_000011,hotel_cross_sell_viewed,Control,2026-06-11 12:23:05
EVT_000086,SES_000024,USR_000011,flight_booking_completed,Control,2026-06-11 12:34:05
EVT_000087,SES_000025,USR_000011,flight_search,Variant,2026-02-10 13:43:04
EVT_000088,SES_000025,USR_000011,flight_selected,Variant,2026-02-10 13:53:04
EVT_000089,SES_000025,USR_000011,hotel_cross_sell_viewed,Variant,2026-02-10 13:56:04
EVT_000090,SES_000025,USR_000011,flight_booking_completed,Variant,2026-02-10 14:08:04
EVT_000091,SES_000026,USR_000012,flight_search,Control,2026-01-18 11:41:56
EVT_000092,SES_000026,USR_000012,flight_selected,Control,2026-01-18 11:50:56
EVT_000093,SES_000026,USR_000012,hotel_cross_sell_viewed,Control,2026-01-18 11:51:56
EVT_000094,SES_000026,USR_000012,flight_booking_completed,Control,2026-01-18 12:02:56
EVT_000095,SES_000027,USR_000012,flight_search,Control,2026-01-18 18:02:31
EVT_000096,SES_000027,USR_000012,flight_selected,Control,2026-01-18 18:06:31
EVT_000097,SES_000027,USR_000012,hotel_cross_sell_viewed,Control,2026-01-18 18:09:31
EVT_000098,SES_000027,USR_000012,flight_booking_completed,Control,2026-01-18 18:27:31
EVT_000099,SES_000028,USR_000012,flight_search,Control,2026-05-21 11:06:20
EVT_000100,SES_000029,USR_000013,flight_search,Variant,2026-04-29 19:32:41
EVT_000101,SES_000030,USR_000013,flight_search,Variant,2026-03-05 13:59:09
EVT_000102,SES_000030,USR_000013,flight_selected,Variant,2026-03-05 14:09:09
EVT_000103,SES_000030,USR_000013,flight_booking_completed,Variant,2026-03-05 14:14:09
EVT_000104,SES_000031,USR_000013,flight_search,Control,2026-02-05 21:21:52
EVT_000105,SES_000032,USR_000014,flight_search,Control,2026-01-06 17:00:20
EVT_000106,SES_000032,USR_000014,flight_selected,Control,2026-01-06 17:08:20
EVT_000107,SES_000032,USR_000014,hotel_cross_sell_viewed,Control,2026-01-06 17:10:20
EVT_000108,SES_000032,USR_000014,flight_booking_completed,Control,2026-01-06 17:15:20
EVT_000109,SES_000033,USR_000014,flight_search,Variant,2026-03-15 06:18:14
EVT_000110,SES_000033,USR_000014,flight_selected,Variant,2026-03-15 06:31:14
EVT_000111,SES_000033,USR_000014,hotel_cross_sell_viewed,Variant,2026-03-15 06:34:14
EVT_000112,SES_000033,USR_000014,flight_booking_completed,Variant,2026-03-15 06:52:14
EVT_000113,SES_000034,USR_000014,flight_search,Control,2026-06-21 07:43:43
EVT_000114,SES_000034,USR_000014,flight_selected,Control,2026-06-21 07:54:43
EVT_000115,SES_000034,USR_000014,hotel_cross_sell_viewed,Control,2026-06-21 07:56:43
EVT_000116,SES_000034,USR_000014,flight_booking_completed,Control,2026-06-21 08:03:43
EVT_000117,SES_000035,USR_000014,flight_search,Variant,2026-06-19 02:24:57
EVT_000118,SES_000035,USR_000014,flight_selected,Variant,2026-06-19 02:30:57
EVT_000119,SES_000035,USR_000014,hotel_cross_sell_viewed,Variant,2026-06-19 02:34:57
EVT_000120,SES_000035,USR_000014,flight_booking_completed,Variant,2026-06-19 02:39:57
EVT_000121,SES_000036,USR_000015,flight_search,Control,2026-03-21 02:03:28
EVT_000122,SES_000036,USR_000015,flight_selected,Control,2026-03-21 02:16:28
EVT_000123,SES_000036,USR_000015,hotel_cross_sell_viewed,Control,2026-03-21 02:18:28
EVT_000124,SES_000036,USR_000015,flight_booking_completed,Control,2026-03-21 02:25:28
EVT_000125,SES_000037,USR_000015,flight_search,Variant,2026-02-23 09:41:04
EVT_000126,SES_000037,USR_000015,flight_selected,Variant,2026-02-23 09:44:04
EVT_000127,SES_000037,USR_000015,hotel_cross_sell_viewed,Variant,2026-02-23 09:45:04
EVT_000128,SES_000038,USR_000015,flight_search,Control,2026-02-27 01:53:55
EVT_000129,SES_000038,USR_000015,flight_selected,Control,2026-02-27 02:01:55
EVT_000130,SES_000038,USR_000015,flight_booking_completed,Control,2026-02-27 02:17:55
EVT_000131,SES_000039,USR_000016,flight_search,Control,2026-03-07 12:49:33
EVT_000132,SES_000039,USR_000016,flight_selected,Control,2026-03-07 12:57:33
EVT_000133,SES_000039,USR_000016,hotel_cross_sell_viewed,Control,2026-03-07 12:58:33
EVT_000134,SES_000039,USR_000016,hotel_cross_sell_added,Control,2026-03-07 13:00:33
EVT_000135,SES_000039,USR_000016,checkout_completed,Control,2026-03-07 13:04:33
EVT_000136,SES_000040,USR_000016,flight_search,Control,2026-01-09 04:28:22
EVT_000137,SES_000041,USR_000016,flight_search,Control,2026-01-11 18:07:27
EVT_000138,SES_000041,USR_000016,flight_selected,Control,2026-01-11 18:15:27
EVT_000139,SES_000041,USR_000016,flight_booking_completed,Control,2026-01-11 18:20:27
EVT_000140,SES_000042,USR_000017,flight_search,Variant,2026-01-15 02:42:38
EVT_000141,SES_000043,USR_000017,flight_search,Control,2026-02-11 07:58:08
EVT_000142,SES_000044,USR_000018,flight_search,Variant,2026-02-19 07:51:04
EVT_000143,SES_000044,USR_000018,flight_selected,Variant,2026-02-19 08:06:04
EVT_000144,SES_000044,USR_000018,hotel_cross_sell_viewed,Variant,2026-02-19 08:11:04
EVT_000145,SES_000044,USR_000018,hotel_cross_sell_added,Variant,2026-02-19 08:21:04
EVT_000146,SES_000044,USR_000018,checkout_completed,Variant,2026-02-19 08:33:04
EVT_000147,SES_000045,USR_000018,flight_search,Control,2026-04-20 00:10:40
EVT_000148,SES_000045,USR_000018,flight_selected,Control,2026-04-20 00:20:40
EVT_000149,SES_000045,USR_000018,flight_booking_completed,Control,2026-04-20 00:26:40
EVT_000150,SES_000046,USR_000018,flight_search,Control,2026-03-01 00:46:17
EVT_000151,SES_000047,USR_000019,flight_search,Control,2026-06-01 12:11:49
EVT_000152,SES_000047,USR_000019,flight_selected,Control,2026-06-01 12:16:49
EVT_000153,SES_000047,USR_000019,hotel_cross_sell_viewed,Control,2026-06-01 12:21:49
EVT_000154,SES_000047,USR_000019,flight_booking_completed,Control,2026-06-01 12:39:49
EVT_000155,SES_000048,USR_000019,flight_search,Variant,2026-02-15 09:20:31
EVT_000156,SES_000048,USR_000019,flight_selected,Variant,2026-02-15 09:23:31
EVT_000157,SES_000048,USR_000019,hotel_cross_sell_viewed,Variant,2026-02-15 09:26:31
EVT_000158,SES_000048,USR_000019,flight_booking_completed,Variant,2026-02-15 09:32:31
EVT_000159,SES_000049,USR_000019,flight_search,Control,2026-04-20 14:34:57
EVT_000160,SES_000050,USR_000019,flight_search,Control,2026-02-25 11:45:31
EVT_000161,SES_000051,USR_000020,flight_search,Variant,2026-03-29 23:38:09
EVT_000162,SES_000051,USR_000020,flight_selected,Variant,2026-03-29 23:42:09
EVT_000163,SES_000051,USR_000020,hotel_cross_sell_viewed,Variant,2026-03-29 23:47:09
EVT_000164,SES_000051,USR_000020,flight_booking_completed,Variant,2026-03-30 00:05:09
EVT_000165,SES_000052,USR_000020,flight_search,Variant,2026-04-22 05:02:47
EVT_000166,SES_000053,USR_000021,flight_search,Variant,2026-06-11 05:23:43
EVT_000167,SES_000053,USR_000021,flight_selected,Variant,2026-06-11 05:33:43
EVT_000168,SES_000053,USR_000021,hotel_cross_sell_viewed,Variant,2026-06-11 05:38:43
EVT_000169,SES_000053,USR_000021,flight_booking_completed,Variant,2026-06-11 05:50:43
EVT_000170,SES_000054,USR_000021,flight_search,Control,2026-04-20 18:40:29
EVT_000171,SES_000054,USR_000021,flight_selected,Control,2026-04-20 18:54:29
EVT_000172,SES_000054,USR_000021,hotel_cross_sell_viewed,Control,2026-04-20 18:57:29
EVT_000173,SES_000054,USR_000021,flight_booking_completed,Control,2026-04-20 19:08:29
EVT_000174,SES_000055,USR_000022,flight_search,Control,2026-01-22 00:58:13
EVT_000175,SES_000056,USR_000022,flight_search,Control,2026-06-06 17:15:12
EVT_000176,SES_000056,USR_000022,flight_selected,Control,2026-06-06 17:19:12
EVT_000177,SES_000056,USR_000022,hotel_cross_sell_viewed,Control,2026-06-06 17:23:12
EVT_000178,SES_000056,USR_000022,flight_booking_completed,Control,2026-06-06 17:29:12
EVT_000179,SES_000057,USR_000022,flight_search,Control,2026-05-16 20:44:02
EVT_000180,SES_000058,USR_000023,flight_search,Control,2026-03-19 06:47:07
EVT_000181,SES_000058,USR_000023,flight_selected,Control,2026-03-19 06:55:07
EVT_000182,SES_000058,USR_000023,flight_booking_completed,Control,2026-03-19 07:14:07
EVT_000183,SES_000059,USR_000023,flight_search,Variant,2026-02-11 22:11:55
EVT_000184,SES_000059,USR_000023,flight_selected,Variant,2026-02-11 22:24:55
EVT_000185,SES_000059,USR_000023,hotel_cross_sell_viewed,Variant,2026-02-11 22:29:55
EVT_000186,SES_000059,USR_000023,flight_booking_completed,Variant,2026-02-11 22:45:55
EVT_000187,SES_000060,USR_000024,flight_search,Control,2026-04-12 00:20:50
EVT_000188,SES_000060,USR_000024,flight_selected,Control,2026-04-12 00:30:50
EVT_000189,SES_000060,USR_000024,hotel_cross_sell_viewed,Control,2026-04-12 00:33:50
EVT_000190,SES_000061,USR_000024,flight_search,Control,2026-03-21 02:57:28
EVT_000191,SES_000062,USR_000024,flight_search,Variant,2026-06-25 04:46:58
EVT_000192,SES_000062,USR_000024,flight_selected,Variant,2026-06-25 04:56:58
EVT_000193,SES_000062,USR_000024,hotel_cross_sell_viewed,Variant,2026-06-25 04:58:58
EVT_000194,SES_000062,USR_000024,hotel_cross_sell_added,Variant,2026-06-25 05:04:58
EVT_000195,SES_000062,USR_000024,flight_booking_completed,Variant,2026-06-25 05:17:58
EVT_000196,SES_000063,USR_000025,flight_search,Variant,2026-04-22 05:58:09
EVT_000197,SES_000063,USR_000025,flight_selected,Variant,2026-04-22 06:10:09
EVT_000198,SES_000063,USR_000025,hotel_cross_sell_viewed,Variant,2026-04-22 06:12:09
EVT_000199,SES_000063,USR_000025,hotel_cross_sell_added,Variant,2026-04-22 06:20:09
EVT_000200,SES_000063,USR_000025,flight_booking_completed,Variant,2026-04-22 06:29:09
EVT_000201,SES_000064,USR_000025,flight_search,Variant,2026-06-06 17:58:33
EVT_000202,SES_000064,USR_000025,flight_selected,Variant,2026-06-06 18:12:33
EVT_000203,SES_000064,USR_000025,hotel_cross_sell_viewed,Variant,2026-06-06 18:14:33
EVT_000204,SES_000064,USR_000025,flight_booking_completed,Variant,2026-06-06 18:23:33
EVT_000205,SES_000065,USR_000026,flight_search,Variant,2026-03-02 08:09:57
EVT_000206,SES_000065,USR_000026,flight_selected,Variant,2026-03-02 08:11:57
EVT_000207,SES_000066,USR_000026,flight_search,Variant,2026-02-01 21:26:21
EVT_000208,SES_000067,USR_000026,flight_search,Control,2026-01-01 04:33:31
EVT_000209,SES_000067,USR_000026,flight_selected,Control,2026-01-01 04:43:31
EVT_000210,SES_000067,USR_000026,hotel_cross_sell_viewed,Control,2026-01-01 04:47:31
EVT_000211,SES_000067,USR_000026,flight_booking_completed,Control,2026-01-01 04:53:31
EVT_000212,SES_000068,USR_000027,flight_search,Control,2026-03-17 04:25:27
EVT_000213,SES_000068,USR_000027,flight_selected,Control,2026-03-17 04:37:27
EVT_000214,SES_000068,USR_000027,hotel_cross_sell_viewed,Control,2026-03-17 04:42:27
EVT_000215,SES_000069,USR_000027,flight_search,Control,2026-06-15 22:01:28
EVT_000216,SES_000069,USR_000027,flight_selected,Control,2026-06-15 22:04:28
EVT_000217,SES_000069,USR_000027,hotel_cross_sell_viewed,Control,2026-06-15 22:05:28
EVT_000218,SES_000069,USR_000027,flight_booking_completed,Control,2026-06-15 22:19:28
EVT_000219,SES_000070,USR_000027,flight_search,Variant,2026-01-15 04:57:48
EVT_000220,SES_000070,USR_000027,flight_selected,Variant,2026-01-15 05:05:48
EVT_000221,SES_000070,USR_000027,hotel_cross_sell_viewed,Variant,2026-01-15 05:10:48
EVT_000222,SES_000070,USR_000027,flight_booking_completed,Variant,2026-01-15 05:29:48
EVT_000223,SES_000071,USR_000027,flight_search,Control,2026-05-02 17:55:39
EVT_000224,SES_000071,USR_000027,flight_selected,Control,2026-05-02 18:02:39
EVT_000225,SES_000071,USR_000027,hotel_cross_sell_viewed,Control,2026-05-02 18:05:39
EVT_000226,SES_000072,USR_000028,flight_search,Variant,2026-04-27 06:46:36
EVT_000227,SES_000072,USR_000028,flight_selected,Variant,2026-04-27 06:48:36
EVT_000228,SES_000072,USR_000028,hotel_cross_sell_viewed,Variant,2026-04-27 06:52:36
EVT_000229,SES_000072,USR_000028,flight_booking_completed,Variant,2026-04-27 07:10:36
EVT_000230,SES_000073,USR_000029,flight_search,Control,2026-03-08 21:43:17
EVT_000231,SES_000073,USR_000029,flight_selected,Control,2026-03-08 21:46:17
EVT_000232,SES_000073,USR_000029,hotel_cross_sell_viewed,Control,2026-03-08 21:50:17
EVT_000233,SES_000074,USR_000029,flight_search,Variant,2026-06-29 04:41:39
EVT_000234,SES_000075,USR_000030,flight_search,Control,2026-04-20 19:03:16
EVT_000235,SES_000076,USR_000030,flight_search,Control,2026-02-21 04:12:46
EVT_000236,SES_000076,USR_000030,flight_selected,Control,2026-02-21 04:22:46
EVT_000237,SES_000076,USR_000030,hotel_cross_sell_viewed,Control,2026-02-21 04:25:46
EVT_000238,SES_000076,USR_000030,hotel_cross_sell_added,Control,2026-02-21 04:29:46
EVT_000239,SES_000076,USR_000030,checkout_completed,Control,2026-02-21 04:38:46
EVT_000240,SES_000077,USR_000030,flight_search,Variant,2026-03-03 00:16:43
EVT_000241,SES_000077,USR_000030,flight_selected,Variant,2026-03-03 00:20:43
EVT_000242,SES_000077,USR_000030,hotel_cross_sell_viewed,Variant,2026-03-03 00:24:43
EVT_000243,SES_000077,USR_000030,hotel_cross_sell_added,Variant,2026-03-03 00:33:43
EVT_000244,SES_000077,USR_000030,flight_booking_completed,Variant,2026-03-03 00:44:43
EVT_000245,SES_000078,USR_000030,flight_search,Control,2026-06-24 14:10:28
EVT_000246,SES_000078,USR_000030,flight_selected,Control,2026-06-24 14:13:28
EVT_000247,SES_000078,USR_000030,hotel_cross_sell_viewed,Control,2026-06-24 14:14:28
EVT_000248,SES_000078,USR_000030,hotel_cross_sell_added,Control,2026-06-24 14:18:28
EVT_000249,SES_000078,USR_000030,flight_booking_completed,Control,2026-06-24 14:33:28
EVT_000250,SES_000079,USR_000031,flight_search,Variant,2026-04-22 08:24:13
EVT_000251,SES_000079,USR_000031,flight_selected,Variant,2026-04-22 08:29:13
EVT_000252,SES_000079,USR_000031,hotel_cross_sell_viewed,Variant,2026-04-22 08:30:13
EVT_000253,SES_000079,USR_000031,flight_booking_completed,Variant,2026-04-22 08:44:13
EVT_000254,SES_000080,USR_000031,flight_search,Control,2026-01-10 13:12:54
EVT_000255,SES_000081,USR_000032,flight_search,Variant,2026-01-28 08:24:49
EVT_000256,SES_000081,USR_000032,flight_selected,Variant,2026-01-28 08:26:49
EVT_000257,SES_000081,USR_000032,flight_booking_completed,Variant,2026-01-28 08:39:49
EVT_000258,SES_000082,USR_000033,flight_search,Control,2026-03-29 17:15:16
EVT_000259,SES_000082,USR_000033,flight_selected,Control,2026-03-29 17:30:16
EVT_000260,SES_000082,USR_000033,hotel_cross_sell_viewed,Control,2026-03-29 17:34:16
EVT_000261,SES_000083,USR_000034,flight_search,Variant,2026-05-24 20:55:15
EVT_000262,SES_000083,USR_000034,flight_selected,Variant,2026-05-24 20:59:15
EVT_000263,SES_000083,USR_000034,flight_booking_completed,Variant,2026-05-24 21:09:15
EVT_000264,SES_000084,USR_000034,flight_search,Variant,2026-06-20 12:37:20
EVT_000265,SES_000085,USR_000034,flight_search,Control,2026-04-25 08:54:24
EVT_000266,SES_000085,USR_000034,flight_selected,Control,2026-04-25 08:59:24
EVT_000267,SES_000085,USR_000034,hotel_cross_sell_viewed,Control,2026-04-25 09:03:24
EVT_000268,SES_000085,USR_000034,hotel_cross_sell_added,Control,2026-04-25 09:12:24
EVT_000269,SES_000086,USR_000035,flight_search,Variant,2026-05-14 08:37:23
EVT_000270,SES_000086,USR_000035,flight_selected,Variant,2026-05-14 08:45:23
EVT_000271,SES_000086,USR_000035,flight_booking_completed,Variant,2026-05-14 08:57:23
EVT_000272,SES_000087,USR_000035,flight_search,Control,2026-06-14 16:19:15
EVT_000273,SES_000087,USR_000035,flight_selected,Control,2026-06-14 16:26:15
EVT_000274,SES_000087,USR_000035,hotel_cross_sell_viewed,Control,2026-06-14 16:29:15
EVT_000275,SES_000087,USR_000035,hotel_cross_sell_added,Control,2026-06-14 16:37:15
EVT_000276,SES_000087,USR_000035,flight_booking_completed,Control,2026-06-14 16:55:15
EVT_000277,SES_000088,USR_000035,flight_search,Variant,2026-01-24 02:33:24
EVT_000278,SES_000088,USR_000035,flight_selected,Variant,2026-01-24 02:35:24
EVT_000279,SES_000088,USR_000035,hotel_cross_sell_viewed,Variant,2026-01-24 02:39:24
EVT_000280,SES_000088,USR_000035,hotel_cross_sell_added,Variant,2026-01-24 02:46:24
EVT_000281,SES_000089,USR_000036,flight_search,Variant,2026-01-04 00:03:26
EVT_000282,SES_000090,USR_000036,flight_search,Control,2026-03-15 00:49:53
EVT_000283,SES_000090,USR_000036,flight_selected,Control,2026-03-15 01:04:53
EVT_000284,SES_000090,USR_000036,hotel_cross_sell_viewed,Control,2026-03-15 01:06:53
EVT_000285,SES_000090,USR_000036,flight_booking_completed,Control,2026-03-15 01:16:53
EVT_000286,SES_000091,USR_000036,flight_search,Variant,2026-03-18 09:10:31
EVT_000287,SES_000091,USR_000036,flight_selected,Variant,2026-03-18 09:17:31
EVT_000288,SES_000091,USR_000036,hotel_cross_sell_viewed,Variant,2026-03-18 09:21:31
EVT_000289,SES_000091,USR_000036,flight_booking_completed,Variant,2026-03-18 09:38:31
EVT_000290,SES_000092,USR_000037,flight_search,Control,2026-04-12 12:35:56
EVT_000291,SES_000092,USR_000037,flight_selected,Control,2026-04-12 12:46:56
EVT_000292,SES_000092,USR_000037,hotel_cross_sell_viewed,Control,2026-04-12 12:51:56
EVT_000293,SES_000092,USR_000037,hotel_cross_sell_added,Control,2026-04-12 12:59:56
EVT_000294,SES_000093,USR_000037,flight_search,Variant,2026-04-19 06:15:41
EVT_000295,SES_000093,USR_000037,flight_selected,Variant,2026-04-19 06:26:41
EVT_000296,SES_000093,USR_000037,hotel_cross_sell_viewed,Variant,2026-04-19 06:29:41
EVT_000297,SES_000094,USR_000038,flight_search,Control,2026-01-25 15:16:33
EVT_000298,SES_000095,USR_000038,flight_search,Control,2026-06-05 00:44:39
EVT_000299,SES_000096,USR_000038,flight_search,Control,2026-05-15 07:59:25
EVT_000300,SES_000096,USR_000038,flight_selected,Control,2026-05-15 08:09:25
EVT_000301,SES_000096,USR_000038,hotel_cross_sell_viewed,Control,2026-05-15 08:14:25
EVT_000302,SES_000096,USR_000038,flight_booking_completed,Control,2026-05-15 08:28:25
EVT_000303,SES_000097,USR_000038,flight_search,Variant,2026-02-27 21:25:13
EVT_000304,SES_000098,USR_000039,flight_search,Control,2026-04-18 11:41:14
EVT_000305,SES_000098,USR_000039,flight_selected,Control,2026-04-18 11:47:14
EVT_000306,SES_000098,USR_000039,hotel_cross_sell_viewed,Control,2026-04-18 11:52:14
EVT_000307,SES_000099,USR_000039,flight_search,Control,2026-05-26 20:43:34
EVT_000308,SES_000099,USR_000039,flight_selected,Control,2026-05-26 20:52:34
EVT_000309,SES_000099,USR_000039,hotel_cross_sell_viewed,Control,2026-05-26 20:54:34
EVT_000310,SES_000099,USR_000039,flight_booking_completed,Control,2026-05-26 21:13:34
EVT_000311,SES_000100,USR_000040,flight_search,Control,2026-05-30 08:17:59
EVT_000312,SES_000100,USR_000040,flight_selected,Control,2026-05-30 08:28:59
EVT_000313,SES_000100,USR_000040,hotel_cross_sell_viewed,Control,2026-05-30 08:32:59
EVT_000314,SES_000101,USR_000041,flight_search,Variant,2026-05-02 21:50:54
EVT_000315,SES_000101,USR_000041,flight_selected,Variant,2026-05-02 22:00:54
EVT_000316,SES_000101,USR_000041,hotel_cross_sell_viewed,Variant,2026-05-02 22:05:54
EVT_000317,SES_000101,USR_000041,flight_booking_completed,Variant,2026-05-02 22:23:54
EVT_000318,SES_000102,USR_000042,flight_search,Control,2026-01-30 21:17:50
EVT_000319,SES_000102,USR_000042,flight_selected,Control,2026-01-30 21:28:50
