booking_id,user_id,flight_booking_value,hotel_booking_value,is_cross_sell_attached,booking_type,booking_timestamp
BKG_000181,USR_000159,7187.15,,False,initial,2026-04-26 08:46:04
BKG_000182,USR_000160,3400.17,,False,initial,2026-05-22 21:28:07
BKG_000183,USR_000160,4097.81,,False,initial,2026-05-14 08:37:06
BKG_000184,USR_000162,6658.51,,False,initial,2026-06-28 15:21:28
BKG_000185,USR_000165,6681.47,,False,initial,2026-01-10 20:59:24
BKG_000186,USR_000166,11713.43,,False,initial,2026-05-18 13:18:11
BKG_000187,USR_000167,11576.41,,False,initial,2026-06-20 13:36:48
BKG_000188,USR_000168,5932.79,,False,initial,2026-02-03 20:30:18
BKG_000189,USR_000168,3200.03,,False,initial,2026-01-14 17:39:26
BKG_000190,USR_000169,9308.24,,False,initial,2026-03-27 07:23:15
BKG_000191,USR_000170,7162.38,,False,initial,2026-05-09 14:33:59
BKG_000192,USR_000170,11861.0,,False,initial,2026-03-15 05:06:23
BKG_000193,USR_000170,8463.5,,False,initial,2026-03-02 19:25:06
BKG_000194,USR_000170,10469.84,,False,initial,2026-05-09 11:11:25
BKG_000195,USR_000171,3339.67,7407.28,True,initial,2026-02-17 10:48:07
BKG_000196,USR_000173,5461.01,,False,initial,2026-06-03 09:56:15
BKG_000197,USR_000174,2510.43,,False,initial,2026-03-13 20:47:48
BKG_000198,USR_000176,11115.59,,False,initial,2026-05-27 00:52:04
BKG_000199,USR_000177,4508.64,,False,initial,2026-01-25 04:41:44
BKG_000200,USR_000177,4091.05,,False,initial,2026-03-14 03:24:54
BKG_000201,USR_000178,7048.13,,False,initial,2026-03-16 03:22:34
BKG_000202,USR_000178,10135.21,,False,initial,2026-05-29 16:13:53
BKG_000203,USR_000180,7598.22,10315.9,True,initial,2026-04-10 19:30:40
BKG_000204,USR_000180,11283.27,,False,initial,2026-06-12 20:54:40
BKG_000205,USR_000181,3712.02,,False,initial,2026-05-26 05:06:23
BKG_000206,USR_000182,6368.0,,False,initial,2026-06-20 01:55:22
BKG_000207,USR_000183,8305.5,,False,initial,2026-01-01 13:52:56
BKG_000208,USR_000184,10675.71,,False,initial,2026-05-30 03:06:50
BKG_000209,USR_000185,3135.37,,False,initial,2026-05-26 11:25:19
BKG_000210,USR_000188,9154.05,,False,initial,2026-06-26 05:16:33
BKG_000211,USR_000189,8732.26,,False,initial,2026-01-17 08:18:36
BKG_000212,USR_000189,5766.0,,False,initial,2026-03-27 15:33:37
BKG_000213,USR_000189,3340.37,,False,initial,2026-02-28 17:04:26
BKG_000214,USR_000190,7571.11,,False,initial,2026-04-18 17:49:47
BKG_000215,USR_000191,9341.57,,False,initial,2026-05-19 03:02:20
BKG_000216,USR_000192,3236.71,,False,initial,2026-02-06 06:18:38
BKG_000217,USR_000192,9894.44,,False,initial,2026-04-13 17:45:40
BKG_000218,USR_000193,9356.58,,False,initial,2026-05-14 23:22:09
BKG_000219,USR_000194,7940.52,,False,initial,2026-01-13 08:31:51
BKG_000220,USR_000195,7969.31,,False,initial,2026-05-01 02:11:18
BKG_000221,USR_000196,3664.13,,False,initial,2026-03-30 00:32:59
BKG_000222,USR_000197,9019.46,4024.77,True,initial,2026-02-11 11:21:24
BKG_000223,USR_000198,3985.97,,False,initial,2026-01-28 14:39:53
BKG_000224,USR_000198,2961.79,,False,initial,2026-03-12 11:00:43
BKG_000225,USR_000199,6364.01,,False,initial,2026-06-19 23:40:59
BKG_000226,USR_000200,10245.27,,False,initial,2026-01-01 16:11:11
BKG_000227,USR_000201,11247.36,,False,initial,2026-04-15 06:55:51
BKG_000228,USR_000201,9749.11,,False,initial,2026-02-07 20:35:55
BKG_000229,USR_000202,6091.79,,False,initial,2026-05-02 20:49:43
BKG_000230,USR_000202,7968.33,,False,initial,2026-03-09 04:12:21
BKG_000231,USR_000204,5954.11,,False,initial,2026-01-30 07:10:06
BKG_000232,USR_000205,11120.28,,False,initial,2026-02-13 19:12:53
BKG_000233,USR_000206,10983.01,,False,initial,2026-06-11 03:15:04
BKG_000234,USR_000207,9903.83,,False,initial,2026-04-19 19:21:03
BKG_000235,USR_000208,9666.62,,False,initial,2026-05-15 03:48:07
BKG_000236,USR_000209,4197.06,,False,initial,2026-01-30 21:54:45
BKG_000237,USR_000210,10712.69,,False,initial,2026-03-07 13:23:18
BKG_000238,USR_000210,5494.93,13209.65,True,initial,2026-01-23 07:14:43
BKG_000239,USR_000211,8780.44,,False,initial,2026-05-30 22:59:26
BKG_000240,USR_000211,9439.73,,False,initial,2026-04-09 19:11:51
BKG_000241,USR_000211,7879.15,,False,initial,2026-05-09 02:37:12
BKG_000242,USR_000212,6783.16,,False,initial,2026-03-08 11:16:54
BKG_000243,USR_000213,3791.57,,False,initial,2026-01-04 12:50:56
BKG_000244,USR_000213,11106.4,,False,initial,2026-05-09 11:46:49
BKG_000245,USR_000213,7160.22,,False,initial,2026-05-01 11:31:37
BKG_000246,USR_000214,8663.11,,False,initial,2026-01-16 12:55:28
BKG_000247,USR_000215,8885.08,12320.47,True,initial,2026-06-24 19:17:46
BKG_000248,USR_000215,7119.75,,False,initial,2026-05-04 16:42:42
BKG_000249,USR_000217,5437.27,,False,initial,2026-01-02 08:27:55
BKG_000250,USR_000219,9140.8,8378.25,True,initial,2026-03-09 12:03:27
BKG_000251,USR_000221,5550.41,,False,initial,2026-03-27 17:25:38
BKG_000252,USR_000222,8907.0,,False,initial,2026-03-14 01:11:25
BKG_000253,USR_000224,4856.13,,False,initial,2026-06-27 22:03:20
BKG_000254,USR_000225,9653.32,,False,initial,2026-02-26 17:54:49
BKG_000255,USR_000225,3887.99,,False,initial,2026-02-21 05:44:14
BKG_000256,USR_000225,3447.71,,False,initial,2026-01-10 06:51:15
BKG_000257,USR_000226,11042.76,,False,initial,2026-01-02 13:41:16
BKG_000258,USR_000227,2854.28,,False,initial,2026-02-07 10:33:24
BKG_000259,USR_000227,7882.45,,False,initial,2026-01-02 23:47:07
BKG_000260,USR_000228,7523.27,,False,initial,2026-01-28 11:42:07
BKG_000261,USR_000228,11723.1,,False,initial,2026-04-26 13:00:39
BKG_000262,USR_000229,7731.94,3100.72,True,initial,2026-03-12 00:31:02
BKG_000263,USR_000230,5281.17,5814.04,True,initial,2026-06-22 21:14:36
BKG_000264,USR_000231,9923.59,,False,initial,2026-01-21 22:51:52
BKG_000265,USR_000232,3953.41,,False,initial,2026-01-06 10:55:04
BKG_000266,USR_000232,5369.93,13018.4,True,initial,2026-06-06 06:34:22
BKG_000267,USR_000234,4390.22,,False,initial,2026-06-08 06:49:10
BKG_000268,USR_000235,10839.24,,False,initial,2026-01-30 18:47:49
BKG_000269,USR_000236,5969.4,,False,initial,2026-02-12 15:14:20
BKG_000270,USR_000237,4148.83,,False,initial,2026-03-26 23:22:56
BKG_000271,USR_000237,9479.8,,False,initial,2026-05-05 15:02:41
BKG_000272,USR_000238,3363.24,,False,initial,2026-01-06 15:42:07
BKG_000273,USR_000239,9431.65,,False,initial,2026-02-01 18:01:47
BKG_000274,USR_000239,11293.76,,False,initial,2026-01-20 17:52:42
BKG_000275,USR_000240,4208.85,,False,initial,2026-03-11 20:56:23
BKG_000276,USR_000241,11497.97,,False,initial,2026-01-08 19:19:40
BKG_000277,USR_000242,3734.91,,False,initial,2026-05-02 19:20:07
BKG_000278,USR_000242,11833.94,,False,initial,2026-01-17 16:59:06
BKG_000279,USR_000243,10080.41,,False,initial,2026-06-06 18:39:18
BKG_000280,USR_000243,4192.93,,False,initial,2026-02-13 19:31:14
BKG_000281,USR_000244,4592.96,,False,initial,2026-06-22 00:13:31
BKG_000282,USR_000245,8115.47,,False,initial,2026-02-01 18:38:49
BKG_000283,USR_000246,5394.97,,False,initial,2026-02-07 22:32:28
BKG_000284,USR_000247,3178.03,,False,initial,2026-04-07 22:30:17
BKG_000285,USR_000247,4257.37,,False,initial,2026-03-19 03:45:12
BKG_000286,USR_000248,2763.88,,False,initial,2026-02-01 01:59:16
BKG_000287,USR_000249,8849.56,,False,initial,2026-02-12 10:10:38
BKG_000288,USR_000249,2906.08,,False,initial,2026-06-07 18:07:26
BKG_000289,USR_000249,4348.05,,False,initial,2026-03-15 05:07:08
BKG_000290,USR_000250,4179.41,,False,initial,2026-02-13 07:45:11
BKG_000291,USR_000251,7662.68,,False,initial,2026-01-15 19:55:28
BKG_000292,USR_000253,4823.24,,False,initial,2026-06-12 14:03:09
BKG_000293,USR_000253,9380.09,,False,initial,2026-03-17 07:29:28
BKG_000294,USR_000254,4238.71,,False,initial,2026-05-08 21:10:03
BKG_000295,USR_000255,11407.78,,False,initial,2026-01-13 10:38:35
BKG_000296,USR_000256,7965.99,,False,initial,2026-04-21 09:12:43
BKG_000297,USR_000256,10814.24,,False,initial,2026-04-13 07:39:48
BKG_000298,USR_000256,4337.22,,False,initial,2026-03-24 00:24:11
BKG_000299,USR_000258,9684.72,,False,initial,2026-06-13 14:44:27
BKG_000300,USR_000259,8895.16,,False,initial,2026-06-16 14:03:44
BKG_000301,USR_000259,4303.78,10797.8,True,initial,2026-06-27 07:25:33
BKG_000302,USR_000259,5818.61,,False,initial,2026-06-03 15:16:08
BKG_000303,USR_000261,10634.86,,False,initial,2026-01-19 11:01:04
BKG_000304,USR_000262,5824.46,,False,initial,2026-06-28 07:43:10
BKG_000305,USR_000263,3814.48,,False,initial,2026-06-09 14:45:18
BKG_000306,USR_000264,9512.65,,False,initial,2026-03-01 20:04:26
BKG_000307,USR_000265,7953.9,,False,initial,2026-04-23 12:38:50
BKG_000308,USR_000265,6353.47,,False,initial,2026-03-18 23:38:31
BKG_000309,USR_000266,6287.35,,False,initial,2026-06-14 11:36:44
BKG_000310,USR_000268,5070.32,,False,initial,2026-02-01 20:58:06
BKG_000311,USR_000268,10811.87,,False,initial,2026-06-11 20:56:20
BKG_000312,USR_000268,4988.16,,False,initial,2026-06-06 05:44:54
BKG_000313,USR_000268,11291.82,,False,initial,2026-06-15 23:03:23
BKG_000314,USR_000269,3467.31,,False,initial,2026-03-13 23:20:31
BKG_000315,USR_000271,6237.25,,False,initial,2026-01-24 20:53:24
BKG_000316,USR_000272,3609.88,,False,initial,2026-03-08 14:35:07
BKG_000317,USR_000273,8651.4,6186.19,True,initial,2026-05-30 04:17:28
BKG_000318,USR_000274,8207.43,,False,initial,2026-02-20 05:38:20
BKG_000319,USR_000274,11709.77,,False,initial,2026-03-05 08:55:14
BKG_000320,USR_000274,11339.92,,False,initial,2026-02-25 20:03:23
BKG_000321,USR_000275,7592.68,,False,initial,2026-05-20 06:35:24
BKG_000322,USR_000276,4117.96,,False,initial,2026-02-17 20:45:03
BKG_000323,USR_000276,6761.95,,False,initial,2026-06-13 11:10:51
BKG_000324,USR_000277,5418.93,,False,initial,2026-06-27 22:32:25
BKG_000325,USR_000278,3565.28,,False,initial,2026-05-29 12:05:38
BKG_000326,USR_000278,2848.15,,False,initial,2026-06-03 07:39:00
BKG_000327,USR_000279,6557.68,,False,initial,2026-04-10 03:37:45
BKG_000328,USR_000281,9000.58,,False,initial,2026-03-10 11:48:28
BKG_000329,USR_000281,9424.92,,False,initial,2026-03-02 21:21:01
BKG_000330,USR_000282,4285.92,,False,initial,2026-06-06 11:42:34
BKG_000331,USR_000282,8094.08,,False,initial,2026-02-24 05:48:32
BKG_000332,USR_000284,7057.06,,False,initial,2026-03-08 07:44:45
BKG_000333,USR_000285,4116.91,,False,initial,2026-05-13 19:04:37
BKG_000334,USR_000286,10326.91,,False,initial,2026-02-23 19:11:44
BKG_000335,USR_000287,10290.02,,False,initial,2026-01-10 23:36:18
BKG_000336,USR_000290,9398.13,,False,initial,2026-04-07 09:24:39
BKG_000337,USR_000293,6730.3,,False,initial,2026-01-03 05:19:30
BKG_000338,USR_000294,3349.59,,False,initial,2026-03-13 22:48:10
BKG_000339,USR_000294,4354.01,,False,initial,2026-06-11 00:10:40
BKG_000340,USR_000295,11855.21,6342.17,True,initial,2026-01-04 21:31:28
BKG_000341,USR_000295,10350.34,,False,initial,2026-05-06 12:24:41
BKG_000342,USR_000296,11104.88,14158.33,True,initial,2026-06-16 03:38:58
BKG_000343,USR_000296,4485.37,,False,initial,2026-06-04 09:55:01
BKG_000344,USR_000297,8327.72,10750.31,True,initial,2026-02-16 12:08:32
BKG_000345,USR_000297,6393.66,,False,initial,2026-06-12 19:14:01
BKG_000346,USR_000298,8422.79,11207.1,True,initial,2026-02-18 10:26:01
BKG_000347,USR_000299,11651.68,,False,initial,2026-03-04 19:23:34
BKG_000348,USR_000299,7122.76,,False,initial,2026-01-08 07:01:19
BKG_000349,USR_000299,6806.23,,False,initial,2026-02-10 12:18:23
BKG_000350,USR_000299,6474.7,,False,initial,2026-04-13 17:03:21
BKG_000351,USR_000300,10776.1,,False,initial,2026-05-16 00:04:19
BKG_000352,USR_000301,10157.42,,False,initial,2026-02-16 01:42:12
BKG_000353,USR_000302,7709.58,,False,initial,2026-05-29 16:36:54
BKG_000354,USR_000303,8247.91,,False,initial,2026-02-15 11:01:19
BKG_000355,USR_000304,6261.03,,False,initial,2026-01-22 21:45:58
BKG_000356,USR_000305,6777.0,,False,initial,2026-06-29 09:54:30
BKG_000357,USR_000305,3447.2,,False,initial,2026-01-27 00:35:16
BKG_000358,USR_000305,9288.58,,False,initial,2026-02-11 19:02:56
BKG_000359,USR_000306,10722.73,,False,initial,2026-01-29 00:27:47
BKG_000360,USR_000306,5251.32,,False,initial,2026-04-22 12:54:03
BKG_000361,USR_000306,9031.65,,False,initial,2026-02-21 11:23:29
BKG_000362,USR_000307,9904.61,,False,initial,2026-04-03 05:37:11
BKG_000363,USR_000308,2594.78,,False,initial,2026-06-23 11:04:18
BKG_000364,USR_000309,2746.97,,False,initial,2026-04-28 11:16:32
BKG_000365,USR_000309,3536.99,,False,initial,2026-03-31 14:26:21
BKG_000366,USR_000310,3854.08,,False,initial,2026-03-15 22:33:22
BKG_000367,USR_000312,9715.97,,False,initial,2026-06-12 00:07:53
BKG_000368,USR_000313,5063.84,3528.53,True,initial,2026-06-02 17:51:30
BKG_000369,USR_000314,6070.36,,False,initial,2026-06-27 11:14:26
BKG_000370,USR_000314,6968.09,,False,initial,2026-01-05 09:40:31
BKG_000371,USR_000314,11506.18,,False,initial,2026-01-16 08:02:49
BKG_000372,USR_000314,4121.93,,False,initial,2026-06-10 15:08:02
